ID;Name;Category;Area;Length;Species;Impact;Regional
0420010100-C;Frakkfjorden;Coastal;18.26;NA;Paralithodes camtschaticus;SE;FALSE
0420010200-1-C;Sandland havn;Coastal;0.06;NA;Paralithodes camtschaticus;SE;FALSE
0420010200-2-C;Sandlandsfjorden;Coastal;34.68;NA;Paralithodes camtschaticus;SE;FALSE
0420010300-C;Langfjorden;Coastal;19.5;NA;Paralithodes camtschaticus;SE;FALSE
0420010400-C;Bergsfjorden;Coastal;41.05;NA;Paralithodes camtschaticus;SE;FALSE
0420020100-10-C;Sørøysundet;Coastal;999.07;NA;Paralithodes camtschaticus;SE;FALSE
0420020100-2-C;Trollvika;Coastal;0.15;NA;Paralithodes camtschaticus;SE;FALSE
0420020100-8-C;Rypklubben;Coastal;0.37;NA;Paralithodes camtschaticus;SE;FALSE
0420020200-C;Ullsfjorden;Coastal;3.15;NA;Paralithodes camtschaticus;SE;FALSE
0420020300-C;Nuvsfjorden;Coastal;6.67;NA;Paralithodes camtschaticus;SE;FALSE
0420020400-C;Sørfjorden;Coastal;3.27;NA;Paralithodes camtschaticus;SE;FALSE
0420020500-C;Nordfjorden;Coastal;2.29;NA;Paralithodes camtschaticus;SE;FALSE
0420020600-C;Smalfjorden;Coastal;1.58;NA;Paralithodes camtschaticus;SE;FALSE
0420020700-C;Lille Kjerringfjorden;Coastal;1.72;NA;Paralithodes camtschaticus;SE;FALSE
0420020800-C;Store Kjerringfjorden;Coastal;5.51;NA;Paralithodes camtschaticus;SE;FALSE
0420020900-C;Bårdfjorden;Coastal;6.26;NA;Paralithodes camtschaticus;SE;FALSE
0420021000-C;Skreifjorden;Coastal;9.09;NA;Paralithodes camtschaticus;SE;FALSE
0420021100-C;Jøfjorden;Coastal;14.43;NA;Paralithodes camtschaticus;SE;FALSE
0420021201-C;Eidvågen;Coastal;1.88;NA;Paralithodes camtschaticus;SE;FALSE
0420021202-1-C;Vinnasundet;Coastal;12.89;NA;Paralithodes camtschaticus;SE;FALSE
0420021202-2-C;Hønsebyfjorden - Nji??evuotna;Coastal;4.41;NA;Paralithodes camtschaticus;SE;FALSE
0420021400-C;Akkarfjorden;Coastal;4.37;NA;Paralithodes camtschaticus;SE;FALSE
0420021500-C;Skippernesfjorden;Coastal;3.79;NA;Paralithodes camtschaticus;SE;FALSE
0420021600-C;Langstrandfjorden;Coastal;8.04;NA;Paralithodes camtschaticus;SE;FALSE
0420021700-C;Slettnes;Coastal;2.83;NA;Paralithodes camtschaticus;SE;FALSE
0420021800-C;Hamnefjorden;Coastal;4.18;NA;Paralithodes camtschaticus;SE;FALSE
0420021900-C;Husfjorden;Coastal;6.82;NA;Paralithodes camtschaticus;SE;FALSE
0420022000-C;Komagfjordbotn;Coastal;0.92;NA;Paralithodes camtschaticus;SE;FALSE
0420022100-C;Straumen;Coastal;0.62;NA;Paralithodes camtschaticus;SE;FALSE
0420022200-C;Kobbefjorden;Coastal;6.43;NA;Paralithodes camtschaticus;SE;FALSE
0420022300-C;Øyfjorden;Coastal;13.81;NA;Paralithodes camtschaticus;SE;FALSE
0420022400-C;Kipparfjorden;Coastal;6.01;NA;Paralithodes camtschaticus;SE;FALSE
0420022500-C;Meltefjorden;Coastal;4.38;NA;Paralithodes camtschaticus;SE;FALSE
0420022600-C;Hasfjorden;Coastal;7.35;NA;Paralithodes camtschaticus;SE;FALSE
0420022700-C;Hasvik;Coastal;1.58;NA;Paralithodes camtschaticus;SE;FALSE
0420030101-2-C;Øksfjorden-midtre;Coastal;12.12;NA;Paralithodes camtschaticus;SE;FALSE
0420030101-3-C;Vassdalsbotn;Coastal;0.5;NA;Paralithodes camtschaticus;SE;FALSE
0420030101-4-C;Øksfjorden-ytre;Coastal;31.85;NA;Paralithodes camtschaticus;SE;FALSE
0420030102-1-C;Øksfjordbotn;Coastal;6.35;NA;Paralithodes camtschaticus;SE;FALSE
0420030102-2-C;Øksfjorden indre;Coastal;6.13;NA;Paralithodes camtschaticus;SE;FALSE
0420030200-1-C;Lillebukta - Ytre Simavik;Coastal;0.73;NA;Paralithodes camtschaticus;SE;FALSE
0420030200-5-C;Stjernsundet deponi;Coastal;0.01;NA;Paralithodes camtschaticus;SE;FALSE
0420030200-7-C;Stjernsundet ;Coastal;105.37;NA;Paralithodes camtschaticus;SE;FALSE
0420030300-2-C;Altafjorden-ytre;Coastal;93.84;NA;Paralithodes camtschaticus;SE;FALSE
0420030300-4-C;Hjemmeluft, Bossekop og Tollevika;Coastal;5.99;NA;Paralithodes camtschaticus;SE;FALSE
0420030300-5-C;Talvikbukta;Coastal;0.33;NA;Paralithodes camtschaticus;SE;FALSE
0420030300-6-C;Altafjorden-indre;Coastal;202.12;NA;Paralithodes camtschaticus;SE;FALSE
0420030401-2-C;Langfjordbotn;Coastal;2.56;NA;Paralithodes camtschaticus;SE;FALSE
0420030401-3-C;Tappeluft;Coastal;0.95;NA;Paralithodes camtschaticus;SE;FALSE
0420030401-4-C;Langfjorden-indre;Coastal;18.6;NA;Paralithodes camtschaticus;SE;FALSE
0420030402-C;Langfjorden-ytre;Coastal;27.69;NA;Paralithodes camtschaticus;SE;FALSE
0420030501-1-C;Kåfjord - indre;Coastal;1.7;NA;Paralithodes camtschaticus;SE;FALSE
0420030501-2-C;Kåfjordbotn;Coastal;0.33;NA;Paralithodes camtschaticus;SE;FALSE
0420030502-C;Kåfjorden;Coastal;7.06;NA;Paralithodes camtschaticus;SE;FALSE
0420030600-2-C;Rafsbotn;Coastal;23;NA;Paralithodes camtschaticus;SE;FALSE
0420030600-3-C;Russeluft;Coastal;9.98;NA;Paralithodes camtschaticus;SE;FALSE
0420030600-5-C;Bukta og utløpet til Altaelva;Coastal;5.8;NA;Paralithodes camtschaticus;SE;FALSE
0420030700-C;Leirbotnen;Coastal;22.75;NA;Paralithodes camtschaticus;SE;FALSE
0420030800-C;Skillefjorden;Coastal;3.37;NA;Paralithodes camtschaticus;SE;FALSE
0420030900-C;Korsfjorden;Coastal;16.51;NA;Paralithodes camtschaticus;SE;FALSE
0420031000-C;Rognsundet;Coastal;69.18;NA;Paralithodes camtschaticus;SE;FALSE
0420031100-C;Innerpollen;Coastal;0.73;NA;Paralithodes camtschaticus;SE;FALSE
0420031200-C;Store Kufjorden;Coastal;9.22;NA;Paralithodes camtschaticus;SE;FALSE
0420031300-C;Store Lerresfjorden;Coastal;12.49;NA;Paralithodes camtschaticus;SE;FALSE
0420031400-C;Vargsundet;Coastal;83.63;NA;Paralithodes camtschaticus;SE;FALSE
0420031500-2-C;Kvalsundet / Beritsfjord deponi;Coastal;0.47;NA;Paralithodes camtschaticus;SE;FALSE
0420031500-4-C;Kvalsundet;Coastal;57.31;NA;Paralithodes camtschaticus;SE;FALSE
0420031600-2-C;Rypefjorden;Coastal;3.2;NA;Paralithodes camtschaticus;SE;FALSE
0420031600-3-C;Grøtnes avfallsdeponi;Coastal;0.02;NA;Paralithodes camtschaticus;SE;FALSE
0420031600-6-C;Straumen;Coastal;76.87;NA;Paralithodes camtschaticus;SE;FALSE
0420040100-1-C;Breivikbotn;Coastal;2.03;NA;Paralithodes camtschaticus;SE;FALSE
0420040100-2-C;Breivikfjorden;Coastal;21.16;NA;Paralithodes camtschaticus;SE;FALSE
0420040200-C;Markeila;Coastal;6.86;NA;Paralithodes camtschaticus;SE;FALSE
0420040300-C;Sandfjorden;Coastal;27.07;NA;Paralithodes camtschaticus;SE;FALSE
0420040400-C;Ofjorden;Coastal;23.81;NA;Paralithodes camtschaticus;SE;FALSE
0420040500-C;Bølefjorden;Coastal;14.64;NA;Paralithodes camtschaticus;SE;FALSE
0420040601-C;Børrfjorden;Coastal;1.84;NA;Paralithodes camtschaticus;SE;FALSE
0420040602-1-C;Galtefjorden;Coastal;51.15;NA;Paralithodes camtschaticus;SE;FALSE
0420040602-2-C;Dønnesfjorden;Coastal;13.51;NA;Paralithodes camtschaticus;SE;FALSE
0420040701-C;Hønsebyvika;Coastal;0.92;NA;Paralithodes camtschaticus;SE;FALSE
0420040702-C;Sandøyfjorden;Coastal;85.92;NA;Paralithodes camtschaticus;SE;FALSE
0420040800-C;Finnfjorden;Coastal;7.99;NA;Paralithodes camtschaticus;SE;FALSE
0420040900-C;Gamvikfjorden;Coastal;21.63;NA;Paralithodes camtschaticus;SE;FALSE
0421000030-C;Tarhalsen - Furuholmen fyr;Coastal;309.75;NA;Paralithodes camtschaticus;SE;FALSE
0421000031-C;Fruholmen fyr - Hjelmsøya;Coastal;135.3;NA;Paralithodes camtschaticus;SE;FALSE
0421000032-4-C;Gjesvær;Coastal;0.89;NA;Paralithodes camtschaticus;SE;FALSE
0421000032-6-C;Masøyfjorden-nord;Coastal;228.43;NA;Paralithodes camtschaticus;SE;FALSE
0421010100-C;Revsbotn-ytre;Coastal;716.12;NA;Paralithodes camtschaticus;SE;FALSE
0421010200-C;Sandbukta - Forsølbukta;Coastal;0.81;NA;Paralithodes camtschaticus;SE;FALSE
0421010300-C;Kvalfjorden;Coastal;3.24;NA;Paralithodes camtschaticus;SE;FALSE
0421010400-C;Sammelsundet;Coastal;83.61;NA;Paralithodes camtschaticus;SE;FALSE
0421010500-1-C;Repparfjorden ytre;Coastal;30.61;NA;Paralithodes camtschaticus;SE;FALSE
0421010500-2-C;Repparfjorden indre;Coastal;5.86;NA;Paralithodes camtschaticus;SE;FALSE
0421010600-C;Revsbotn-indre;Coastal;92.88;NA;Paralithodes camtschaticus;SE;FALSE
0421010700-C;Lillefjorden;Coastal;4.02;NA;Paralithodes camtschaticus;SE;FALSE
0421010800-C;Valfjorden;Coastal;3.13;NA;Paralithodes camtschaticus;SE;FALSE
0421010900-C;Tufjorden;Coastal;1.01;NA;Paralithodes camtschaticus;SE;FALSE
0421011000-C;Mafjorden;Coastal;4.68;NA;Paralithodes camtschaticus;SE;FALSE
0421020100-C;Rolvsøysundet;Coastal;352.18;NA;Paralithodes camtschaticus;SE;FALSE
0421020200-C;Trollsundet;Coastal;5.25;NA;Paralithodes camtschaticus;SE;FALSE
0421020300-C;Langfjorden;Coastal;13.96;NA;Paralithodes camtschaticus;SE;FALSE
0421020400-C;Reinøysundet;Coastal;9.53;NA;Paralithodes camtschaticus;SE;FALSE
0421020501-C;Indre Pollen;Coastal;0.22;NA;Paralithodes camtschaticus;SE;FALSE
0421020502-C;Ytre Pollen;Coastal;0.29;NA;Paralithodes camtschaticus;SE;FALSE
0421020600-C;Snefjorden;Coastal;62.39;NA;Paralithodes camtschaticus;SE;FALSE
0421020700-C;Bakfjorden;Coastal;11.2;NA;Paralithodes camtschaticus;SE;FALSE
0421020800-C;Selvika;Coastal;2.15;NA;Paralithodes camtschaticus;SE;FALSE
0421020900-C;Myrfjorden;Coastal;2.7;NA;Paralithodes camtschaticus;SE;FALSE
0421021000-C;Akkarfjorden;Coastal;5.39;NA;Paralithodes camtschaticus;SE;FALSE
0421021100-C;Russehamn;Coastal;2.76;NA;Paralithodes camtschaticus;SE;FALSE
0421030100-C;Måsøyfjorden-øst;Coastal;228.84;NA;Paralithodes camtschaticus;SE;FALSE
0421030200-3-C;Breidsundet;Coastal;28.59;NA;Paralithodes camtschaticus;SE;FALSE
0421030200-8-C;Breidsundet;Coastal;0.22;NA;Paralithodes camtschaticus;SE;FALSE
0421030400-C;Eiterfjorden;Coastal;4.35;NA;Paralithodes camtschaticus;SE;FALSE
0421030500-C;Måsøyfjorden-vest;Coastal;55.63;NA;Paralithodes camtschaticus;SE;FALSE
0421030601-C;Vesterbotnen;Coastal;1.78;NA;Paralithodes camtschaticus;SE;FALSE
0421030602-C;Østerbotn;Coastal;2.07;NA;Paralithodes camtschaticus;SE;FALSE
0421030603-C;Kulfjorden;Coastal;33.67;NA;Paralithodes camtschaticus;SE;FALSE
0421030700-C;Ryggefjorden;Coastal;25.7;NA;Paralithodes camtschaticus;SE;FALSE
0421030800-C;Kobbefjorden;Coastal;82.97;NA;Paralithodes camtschaticus;SE;FALSE
0421030900-C;Magerøysundet-vest;Coastal;18.03;NA;Paralithodes camtschaticus;SE;FALSE
0421031000-C;Magerøysundet-øst;Coastal;67.53;NA;Paralithodes camtschaticus;SE;FALSE
0421031100-1-C;Vester-Lafjorden;Coastal;7.28;NA;Paralithodes camtschaticus;SE;FALSE
0421031100-2-C;Lafjorden;Coastal;9.11;NA;Paralithodes camtschaticus;SE;FALSE
0421031200-C;Sarnesfjorden;Coastal;19.4;NA;Paralithodes camtschaticus;SE;FALSE
0421031300-C;Vassfjorden;Coastal;17.06;NA;Paralithodes camtschaticus;SE;FALSE
0421031400-C;Tufjorden;Coastal;27.71;NA;Paralithodes camtschaticus;SE;FALSE
0422000030-C;Ytre Porsangen;Coastal;1071.82;NA;Paralithodes camtschaticus;SE;FALSE
0422000031-C;Kinnarodden - Vardnesodden;Coastal;120.67;NA;Paralithodes camtschaticus;SE;FALSE
0422010100-13-C;Klubben;Coastal;1.07;NA;Paralithodes camtschaticus;SE;FALSE
0422010100-16-C;Porsangerfjorden-indre;Coastal;1017.45;NA;Paralithodes camtschaticus;SE;FALSE
0422010100-2-C;Porsangerfjorden-ytre;Coastal;417.54;NA;Paralithodes camtschaticus;SE;FALSE
0422010100-4-C;Innerbukta/ Repvåg;Coastal;2.09;NA;Paralithodes camtschaticus;SE;FALSE
0422010200-C;Nordvågen;Coastal;0.6;NA;Paralithodes camtschaticus;SE;FALSE
0422010400-C;Strandbukta;Coastal;12.59;NA;Paralithodes camtschaticus;SE;FALSE
0422010500-C;Smørfjorden;Coastal;11.32;NA;Paralithodes camtschaticus;SE;FALSE
0422010600-C;Leaibevuotna;Coastal;11.57;NA;Paralithodes camtschaticus;SE;FALSE
0422010701-C;Vesterbotn;Coastal;35.82;NA;Paralithodes camtschaticus;SE;FALSE
0422010702-C;Soggovutna;Coastal;33.88;NA;Paralithodes camtschaticus;SE;FALSE
0422010703-C;Roddenjargsjøen;Coastal;261.78;NA;Paralithodes camtschaticus;SE;FALSE
0422010801-C;Risfjorden;Coastal;1.46;NA;Paralithodes camtschaticus;SE;FALSE
0422010802-C;Skipsfjorden;Coastal;6.52;NA;Paralithodes camtschaticus;SE;FALSE
0422010803-C;Kamøyfjorden;Coastal;62.96;NA;Paralithodes camtschaticus;SE;FALSE
0422010900-3-C;Skarsvåg / grovavfallsdeponi;Coastal;0.04;NA;Paralithodes camtschaticus;SE;FALSE
0422010900-4-C;Risfjorden;Coastal;4.39;NA;Paralithodes camtschaticus;SE;FALSE
0422020100-1-C;Laksefjorden-indre;Coastal;787.12;NA;Paralithodes camtschaticus;SE;FALSE
0422020100-2-C;Laksefjorden-ytre;Coastal;170.18;NA;Paralithodes camtschaticus;SE;FALSE
0422020200-5-C;Veidnesholmen;Coastal;0.31;NA;Paralithodes camtschaticus;SE;FALSE
0422020200-6-C;Lille Porsanger;Coastal;30.77;NA;Paralithodes camtschaticus;SE;FALSE
0422020300-C;Storfjorden;Coastal;25.3;NA;Paralithodes camtschaticus;SE;FALSE
0422020400-1-C;Friarfjorden;Coastal;5.08;NA;Paralithodes camtschaticus;SE;FALSE
0422020400-2-C;Ifjorden;Coastal;38.03;NA;Paralithodes camtschaticus;SE;FALSE
0422020500-C;Bekkarfjorden;Coastal;18.98;NA;Paralithodes camtschaticus;SE;FALSE
0422020600-C;Vardnessundet - Mårøysundet;Coastal;31.24;NA;Paralithodes camtschaticus;SE;FALSE
0422020700-C;Eidsfjorden;Coastal;13.92;NA;Paralithodes camtschaticus;SE;FALSE
0422020802-C;Kifjorden;Coastal;6.16;NA;Paralithodes camtschaticus;SE;FALSE
0422020900-C;Kjøllefjorden;Coastal;21.56;NA;Paralithodes camtschaticus;SE;FALSE
0422021000-C;Oksefjorden;Coastal;53.39;NA;Paralithodes camtschaticus;SE;FALSE
0422021100-C;Sandfjorden;Coastal;3.26;NA;Paralithodes camtschaticus;SE;FALSE
0422021200-3-C;Mehamnsfjorden;Coastal;8.55;NA;Paralithodes camtschaticus;SE;FALSE
0422021200-7-C;Vevikneset;Coastal;0.02;NA;Paralithodes camtschaticus;SE;FALSE
0422021300-C;Skittenfjorden;Coastal;5.04;NA;Paralithodes camtschaticus;SE;FALSE
0422021400-C;Sandfjorden;Coastal;7.09;NA;Paralithodes camtschaticus;SE;FALSE
0423000030-10-C;Berlevåg ytre havn;Coastal;0.6;NA;Paralithodes camtschaticus;SE;FALSE
0423000030-11-C;Vardnesodden - Kjølnes;Coastal;112.62;NA;Paralithodes camtschaticus;SE;FALSE
0423000030-1-C;Berlevåg indre havn;Coastal;0.08;NA;Paralithodes camtschaticus;SE;FALSE
0423000030-4-C;Vargvikholmen;Coastal;0.07;NA;Paralithodes camtschaticus;SE;FALSE
0423000030-7-C;Flintodden;Coastal;0.04;NA;Paralithodes camtschaticus;SE;FALSE
0423000031-C;Kjølnes fyr - Makkaur;Coastal;183.2;NA;Paralithodes camtschaticus;SE;FALSE
0423000032-C;Makkaur - Blodskytodden;Coastal;205.7;NA;Paralithodes camtschaticus;SE;FALSE
0423010100-C;Risfjorden;Coastal;1.92;NA;Paralithodes camtschaticus;SE;FALSE
0423010200-C;Koifjorden;Coastal;10.7;NA;Paralithodes camtschaticus;SE;FALSE
0423010300-1-C;Tanafjorden-ytre;Coastal;478.15;NA;Paralithodes camtschaticus;SE;FALSE
0423010300-2-C;Tanafjorden-indre;Coastal;271.75;NA;Paralithodes camtschaticus;SE;FALSE
0423010600-C;Rafjorden;Coastal;4.02;NA;Paralithodes camtschaticus;SE;FALSE
0423010700-C;Hopsfjorden;Coastal;55.32;NA;Paralithodes camtschaticus;SE;FALSE
0423010800-C;Ramsbergvika;Coastal;1.21;NA;Paralithodes camtschaticus;SE;FALSE
0423010900-C;Ivarsfjorden;Coastal;3.48;NA;Paralithodes camtschaticus;SE;FALSE
0423011000-C;Store Skogfjorden;Coastal;5.43;NA;Paralithodes camtschaticus;SE;FALSE
0423011100-C;Lille Skogfjorden;Coastal;1.45;NA;Paralithodes camtschaticus;SE;FALSE
0423011200-C;Langfjorden;Coastal;67.94;NA;Paralithodes camtschaticus;SE;FALSE
0423011300-C;Vestertana;Coastal;23.45;NA;Paralithodes camtschaticus;SE;FALSE
0423011400-C;Tarmfjorden;Coastal;2.72;NA;Paralithodes camtschaticus;SE;FALSE
0423011500-C;Smalfjorden;Coastal;8.32;NA;Paralithodes camtschaticus;SE;FALSE
0423011601-C;Tanaelva;Coastal;4.77;NA;Paralithodes camtschaticus;SE;FALSE
0423011602-C;Leirpollen;Coastal;15.91;NA;Paralithodes camtschaticus;SE;FALSE
0423011603-C;Tanaelva-ytre;Coastal;11.91;NA;Paralithodes camtschaticus;SE;FALSE
0423011700-C;Gulgofjorden;Coastal;6.05;NA;Paralithodes camtschaticus;SE;FALSE
0423020101-C;Strømmen;Coastal;9.26;NA;Paralithodes camtschaticus;SE;FALSE
0423020102-C;Kongsfjorden;Coastal;90.18;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-10-C;Båtsfjorden-ytre;Coastal;35.98;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-5-C;Båtsfjorden-indre;Coastal;1.98;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-6-C;Båtsfjord Ytre havn;Coastal;0.22;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-7-C;Neptunbukt - Foma;Coastal;0.04;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-8-C;Neptunbukta;Coastal;0.2;NA;Paralithodes camtschaticus;SE;FALSE
0423020200-9-C;Båtsfjord / deponi;Coastal;0.02;NA;Paralithodes camtschaticus;SE;FALSE
0423020300-1-C;Syltefjorden - Nordfjorden innenfor molo;Coastal;0.04;NA;Paralithodes camtschaticus;SE;FALSE
0423020300-4-C;Syltefjorden;Coastal;79.47;NA;Paralithodes camtschaticus;SE;FALSE
0423020300-5-C;Syltefjorden - deponi;Coastal;0.15;NA;Paralithodes camtschaticus;SE;FALSE
0424000030-C;Blodskytodden - Vardø fyr;Coastal;37.42;NA;Paralithodes camtschaticus;SE;FALSE
0424000031-C;Vardø fyr - Kibergneset;Coastal;38.37;NA;Paralithodes camtschaticus;SE;FALSE
0424010100-1-C;Østervågen;Coastal;0.14;NA;Paralithodes camtschaticus;SE;FALSE
0424010100-2-C;Bussesundet;Coastal;11.2;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-10-C;Bugøynes havn;Coastal;0.55;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-12-C;Ekkerøy yttersida;Coastal;0.1;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-14-C;Skittenelv deponi;Coastal;0.07;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-15-C;Vadsø - øya vest;Coastal;0.05;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-19-C;Varangerfjorden-indre Norsk-Finsk;Coastal;105.76;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-20-C;Varangerfjorden-indre Finnmark;Coastal;233.13;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-21-C;Varangerfjorden-ytre Norsk-Finsk;Coastal;762.51;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-22-C;Varangerfjorden-ytre Finnmark;Coastal;1000.27;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-4-C;Kiberg;Coastal;0.6;NA;Paralithodes camtschaticus;SE;FALSE
0424020100-7-C;Vadsø havn øst;Coastal;0.63;NA;Paralithodes camtschaticus;SE;FALSE
0424020300-C;Meskfjorden;Coastal;10.79;NA;Paralithodes camtschaticus;SE;FALSE
0424020400-C;Karlebotn/Stuorravuonna;Coastal;43.3;NA;Paralithodes camtschaticus;SE;FALSE
0424020500-C;Bugøyfjorden;Coastal;18.56;NA;Paralithodes camtschaticus;SE;FALSE
0424020600-C;Holmengråfjorden;Coastal;5.99;NA;Paralithodes camtschaticus;SE;FALSE
0424020700-C;Jarfjorden;Coastal;24.95;NA;Paralithodes camtschaticus;SE;FALSE
0424020800-C;Kobbholmfjorden;Coastal;8.12;NA;Paralithodes camtschaticus;SE;FALSE
0424030100-C;Kjøfjorden-ytre;Coastal;17.94;NA;Paralithodes camtschaticus;SE;FALSE
0424030200-C;Kjøfjorden-indre;Coastal;12.46;NA;Paralithodes camtschaticus;SE;FALSE
0424030300-C;Neidenfjorden;Coastal;22.78;NA;Paralithodes camtschaticus;SE;FALSE
0424030400-C;Korsfjorden;Coastal;32.71;NA;Paralithodes camtschaticus;SE;FALSE
0424030500-2-C;Sølferbotn;Coastal;1.95;NA;Paralithodes camtschaticus;SE;FALSE
0424030500-3-C;Bøkfjorden-ytre;Coastal;48.03;NA;Paralithodes camtschaticus;SE;FALSE
0424030500-5-C;Bøkfjorden-midtre;Coastal;20.28;NA;Paralithodes camtschaticus;SE;FALSE
0424030601-C;Langfjorden-indre;Coastal;7.16;NA;Paralithodes camtschaticus;SE;FALSE
0424030602-C;Langfjorden-ytre;Coastal;1.93;NA;Paralithodes camtschaticus;SE;FALSE
0424030700-1-C;Bøkfjorden-indre;Coastal;5.13;NA;Paralithodes camtschaticus;SE;FALSE
0424030700-2-C;Prestøya industriområde;Coastal;0.25;NA;Paralithodes camtschaticus;SE;FALSE
044-1491-L;Ådlandsvatnet;Lake;0.95;NA;Elodea nuttallii;SE;FALSE
044-22255-L;Storavatnet;Lake;1.532;NA;Elodea nuttallii;SE;FALSE
044-32-R;Stemmetjørnvassdraget;River;NA;39.12;Cyprinus carpio;HI;FALSE
044-32-R;Stemmetjørnvassdraget;River;NA;39.12;Cyprinus carpio;HI;FALSE
050-78-R;Sima bekkefelt;River;NA;NA;Salvelinus fontinalis;LO;FALSE
054-27016-L;Kvernavatnet (Storebø);Lake;0.143;NA;Oncorhynchus mykiss;HI;FALSE
054-27055-L;Vevatnet;Lake;0.978;NA;Cyprinus carpio;HI;FALSE
055-134-R;Oselvo ved Borgafjellet;River;NA;4.92;Esox lucius;SE;TRUE
055-134-R;Oselvo ved Borgafjellet;River;NA;4.92;Oncorhynchus mykiss;HI;FALSE
055-135-R;Teinebekken/Syftlandsbekken;River;NA;5.32;Esox lucius;SE;TRUE
055-2056-L;Hetleflot-  og Gåssandvatnet;Lake;1.498;NA;Esox lucius;SE;TRUE
055-26833-L;Samdalsvatnet;Lake;0.251;NA;Esox lucius;SE;TRUE
055-26854-L;Hauglandsvatnet;Lake;0.611;NA;Esox lucius;SE;TRUE
055-26934-L;Vinddalsvatnet;Lake;0.69;NA;Esox lucius;SE;TRUE
055-279-R;Nordelva;River;NA;3.26;Esox lucius;SE;TRUE
055-53-R;Hausdalselvi - Samdalselva;River;NA;9.05;Esox lucius;SE;TRUE
056-144315-L;Hopsvannet;Lake;0.019;NA;Esox lucius;SE;TRUE
056-144536-L;Mildevatnet;Lake;0.096;NA;Cyprinus carpio;HI;FALSE
056-2057-L;Kalandsvatnet;Lake;3.373;NA;Esox lucius;SE;TRUE
056-2058-L;Grimevatnet;Lake;0.811;NA;Esox lucius;SE;TRUE
056-26750-L;Kristianborgvannet;Lake;0.038;NA;Esox lucius;SE;TRUE
056-26765-L;Orrtuvatnet;Lake;0.051;NA;Esox lucius;SE;TRUE
056-26770-L;Gjeddevatnet;Lake;0.256;NA;Esox lucius;SE;TRUE
056-26784-L;Myravatnet;Lake;0.053;NA;Esox lucius;SE;TRUE
056-26823-L;Byrkjelandsvatnet;Lake;0.096;NA;Esox lucius;SE;TRUE
056-26855-L;Birkelandsvatnet;Lake;0.074;NA;Esox lucius;SE;TRUE
056-26887-L;Stendavatnet;Lake;0.331;NA;Esox lucius;SE;TRUE
056-66172-L;Nesttunvatnet;Lake;0.137;NA;Esox lucius;SE;TRUE
057-38-R;Lille Sotra;River;NA;16.66;Esox lucius;SE;TRUE
059-2-R;Askevatnet og Hopsvatnet sidebekker;River;NA;NA;Esox lucius;SE;TRUE
065-17-R;Bekker Seimsvatnet;River;NA;8.78;Esox lucius;SE;TRUE
065-19-R;Fiskesetelva;River;NA;9.17;Esox lucius;SE;TRUE
065-20-R;Seimsfjorden bekkefelt innerst;River;NA;11.72;Esox lucius;SE;TRUE
066-14-R;Radøy bekker;River;NA;NA;Esox lucius;SE;TRUE
066-176428-L;Gjerdsvatnet;Lake;0.028;NA;Esox lucius;SE;TRUE
066-26282-L;Klessvatnet;Lake;0.032;NA;Esox lucius;SE;TRUE
066-26305-L;Vestvatnet;Lake;0.044;NA;Esox lucius;SE;TRUE
066-26329-L;Hallandsvatnet;Lake;1.172;NA;Esox lucius;SE;TRUE
066-5-R;HauglandMyking elv;River;NA;1.51;Esox lucius;SE;TRUE
073-103-R;Nivla;River;NA;13.17;Gyrodactylus salaris;SE;FALSE
073-29981-L;Øvre Smeddalsvatnet;Lake;0.935;NA;Phoxinus phoxinus;SE;TRUE
073-29991-L;Ned. Smeddalsvatnet;Lake;1.22;NA;Phoxinus phoxinus;SE;TRUE
073-5-R;Smeddalselvi øvre deler;River;NA;295.7;Phoxinus phoxinus;SE;TRUE
073-75-R;Lærdalselvi nedre;River;NA;16.52;Gyrodactylus salaris;SE;FALSE
073-75-R;Lærdalselvi nedre;River;NA;16.52;Phoxinus phoxinus;SE;TRUE
073-76-R;Lærdalselvi;River;NA;27.67;Gyrodactylus salaris;SE;FALSE
073-76-R;Lærdalselvi;River;NA;27.67;Phoxinus phoxinus;SE;TRUE
074-188-R;Tya (øvre);River;NA;10.09;Phoxinus phoxinus;SE;TRUE
074-189-R;Tya (nedre);River;NA;5.96;Phoxinus phoxinus;SE;TRUE
074-29820-L;Holsbruvatn;Lake;0.192;NA;Phoxinus phoxinus;SE;TRUE
084-1734-2-L;Kjøsnesfjorden;Lake;7.628;NA;Phoxinus phoxinus;SE;TRUE
091-31074-L;Fjellvatnet;Lake;0.202;NA;Oncorhynchus mykiss;HI;FALSE
